order,min_drone_dist,max_drone_dist,min_dist_to_obstacles
0.9999999999999998,0.5002903905876709,0.8194129073405795,1.8442903453856818
0.9977309850915292,0.5002935107068278,0.8194175973228022,1.8441516812293517
1.2262097386890636,0.500385249315062,0.8195548980957853,1.8437948002410471
1.1689009158837322,0.5008173542249614,0.8201861537550026,1.842213951888454
1.080379415990829,0.5017986632686396,0.8215668646007032,1.8378126043461922
1.0390771540443289,0.5033887040751251,0.8237002128086652,1.828832376381854
1.018931372958572,0.5055268847482796,0.8264065772796144,1.8136970107817816
1.0081592951229998,0.5041266971494098,0.8294160364520898,1.791240084731617
1.002031226071491,0.5018449587258129,0.832439474724725,1.7608107440646386
0.998413965749504,0.49883741636008766,0.8352146372603623,1.7222022092516278
0.99622100626535,0.4949791746934287,0.8375304143603323,1.675636991941936
0.9948929986587866,0.4900687928034498,0.8392094571691123,1.6217010613877814
0.9941096030074684,0.4839469316279242,0.8400775712546089,1.5611259920596154
0.9936784032133308,0.4765073796185681,0.8400149760930452,1.4947115845729422
0.9934908827597655,0.4677435846805943,0.8388976687713573,1.4232451264758779
0.993492228436686,0.4576598805230535,0.8365187141314315,1.3475578699312645
0.9936578971354149,0.4462442238742246,0.8326324270941667,1.2682733811507738
0.993954981298247,0.4336276985243458,0.8268816589907808,1.186195720429672
0.9943221169119548,0.4201170344002499,0.8190114014358518,1.1019274663211323
0.9947181523603322,0.40608658948456805,0.8088175533654658,1.0161078691216399
0.9950456430025233,0.3918528611459724,0.7961744436311747,0.9293869372188118
0.9950641674934453,0.37743582323038233,0.7811491470756545,0.8423870361391658
0.9943042733867139,0.3628417619231684,0.7638841345074563,0.7558682869460426
0.9923059196571816,0.3482899115772883,0.7446046826099567,0.6706101217291648
0.9889965486482943,0.3344164676251204,0.7234902199880964,0.5875063474001747
0.9850176629789998,0.32264179766624673,0.7167580248215886,0.5077341646285984
0.981056320396999,0.3144163038913009,0.7196033716380785,0.4212468931736517
0.9775717742182078,0.31063513067419185,0.7222779903967641,0.33665420795196777
0.9749740602404809,0.31168763019609497,0.7243781329788459,0.26126492010497826
0.9732074318521696,0.3172492258522219,0.7260062032903151,0.1991416625055451
0.971226695697735,0.3264536097106041,0.7275896064477606,0.1554087798399495
0.968027736925571,0.3381344577926155,0.7326499391254983,0.1351608588250024
0.963809441674032,0.3331482623374993,0.7464286432675162,0.141504316459094
0.9592349834731154,0.33392343317624906,0.7638695556005869,0.1381107939594603
0.9541823654944468,0.33113227922710325,0.7859366642043779,0.1376876209768692
0.9485891709812551,0.3292696881843821,0.7883903208309371,0.13662842092098526
0.94255412458135,0.32907114388706704,0.7377765215970651,0.1181888325721262
0.9356096930710596,0.3153440879802886,0.7791769799671318,0.12515654995786157
0.9271918411654756,0.3080013852100447,0.8156760697416798,0.15663551567992062
0.9175305135144088,0.30854364139124785,0.8374343961982964,0.16034143993114502
0.9081060945523429,0.31840199129404306,0.8651161969003224,0.13658290038681614
0.899917661903328,0.3384609664458219,0.8988511661372383,0.13566012743189532
0.8936810718380518,0.3490080846418205,0.9381902368883818,0.14787044241508945
0.8893910365565557,0.31796492360452344,0.9824136557475522,0.1522042306095278
0.8862940607977798,0.3107041639527221,1.0228630720812932,0.1745537807857519
0.8840475730803412,0.3349685501280294,1.0599038144273614,0.16221196028270268
0.8819581984959617,0.38082284273260036,1.0996648503785258,0.15353023346756156
0.8781180500909002,0.36301544139741554,1.1417109432775303,0.16089865051212537
0.8709672380445403,0.34574691715429184,1.186374831088174,0.16347796596395148
0.862113526867058,0.33006208224575956,1.2010760377218228,0.15957897366461005
0.8541496450888219,0.31711278087291733,1.2110613566362671,0.1376798580392935
0.8474176116535713,0.30854999722053705,1.2180104549416269,0.12482849564557363
0.8425094983512762,0.30676792530591523,1.276132067164407,0.1315619699700229
0.8394539571309599,0.3145911380889165,1.273772682127787,0.14898028044116496
0.8372065089574499,0.31267990455719114,1.261960486749809,0.15726614361083213
0.835197180904483,0.307319419442273,1.2406453883013906,0.14500443391113121
0.8334805098829795,0.3030136760561317,1.2479778583752499,0.13586103153952928
0.8311123155096642,0.3011306268004934,1.298303545181559,0.1319626279517036
0.827395904692344,0.3033018791525762,1.292107617177216,0.13573767294875927
0.8248002990741615,0.30563716085546794,1.2957536575416686,0.14928024004122242
0.8263163732093024,0.3087146606928706,1.2806052699014432,0.13724730467667956
0.8323712589454375,0.3172370879266602,1.277384268677034,0.11238285345353977
0.8415408195790391,0.3145109269896291,1.2936634999791992,0.10660438745478129
0.8526504484438973,0.3138266612781871,1.3046505132411648,0.11511082243235948
0.8645649975845554,0.31631559034847806,1.2902568681023339,0.12600959125055816
0.8766212596465597,0.32106565637610257,1.224947567060263,0.13926220915574716
0.8878929282236512,0.32724927386255376,1.1473183796779969,0.14293768976095672
0.8977505495432961,0.33411553032225405,1.1210525105550808,0.13315437319060003
0.9062532239695162,0.3306623980070075,1.1131418829087125,0.1404439221053329
0.9139510301255621,0.3205759756497451,1.1100554366629902,0.12199645102648499
0.921586234157898,0.31474686331079155,1.1121181224060745,0.12610954587150053
0.9295193267089469,0.3129255649437191,1.1189462486565263,0.11692680460808669
0.9375854518730142,0.31478044378790443,1.1295308238954873,0.11207247981202156
0.9454340559229414,0.31984671771439527,1.1424728440702632,0.12989312539210995
0.9527705262363398,0.32239615309910535,1.156242846851666,0.14390319741983915
0.9593809507746847,0.3189277416023058,1.16940237834238,0.1585104886080262
0.9653326480177399,0.31462101966991557,1.1807562715662878,0.15645400403904286
0.970865121477865,0.3150968748800761,1.1894226271501442,0.16098247023075485
0.9760080801866339,0.3250505597399893,1.194835581684732,0.18863718685619535
0.9805417751276695,0.33316060144274445,1.1967355758081655,0.23726994150280034
0.9842769484373651,0.31904664630157986,1.1951617810889454,0.3029383430877104
0.9871404024739173,0.31457991032798127,1.190338261806172,0.3794378322105393
0.988969492848347,0.31554265806152754,1.1434234426254657,0.3978250134276017
0.989479817784285,0.32218140667138534,1.0594748855291838,0.43287638766756553
0.9884909249004413,0.3343144874080439,0.9766304296801693,0.48214294567369864
0.986016370970112,0.3433188639385584,0.895558306612611,0.5427456774759165
0.9822925164459356,0.3428006122804402,0.817043144723557,0.6118045192353846
0.9777725801927529,0.3378596648430201,0.7820065107692995,0.6867334360032448
0.9727079154475948,0.33419365078150454,0.7623267388086553,0.7653541776756431
0.9667237122949269,0.3317527444841068,0.7424617965084827,0.8459515845303528
